ST,state,Temp,MAX,MIN,date
WV,We Virginia,53.2,64.7,41.6,2002
WI,Wisconsin,45.7,56,35.5,2002
WY,Wyoming,43.1,56.3,29.9,2002
AL,Alabama,63,74.2,51.8,2003
AZ,Arizona,61.7,76.6,46.8,2003
AR,Arkansas,60.1,70.6,49.6,2003
CA,California,59.5,72.6,46.3,2003
CO,Colorado,46.6,61,32.1,2003
CT,Connecticut,49.5,59.7,39.2,2003
DE,Delaware,56.3,66.5,46.1,2003
FL,Florida,70.7,81.4,60.1,2003
GA,Georgia,63.9,75.2,52.5,2003
ID,Idaho,43.6,55.6,31.7,2003
IL,Illinois,52.3,62.4,42.2,2003
IN,Indiana,52.1,62.1,42,2003
IA,Iowa,48.4,59.1,37.6,2003
KS,Kansas,55,67.8,42.2,2003
KY,Kentucky,56,66.6,45.5,2003
LA,Louisiana,66.2,76.2,56.1,2003
ME,Maine,40.7,50.9,30.6,2003
MD,Maryland,55.4,65.7,45.1,2003
MA,Massachusetts,48.2,58.4,38,2003
MI,Michigan,44.8,54.6,35.1,2003
MN,Minnesota,41.4,51.5,31.3,2003
MS,Mississippi,63.4,74.3,52.5,2003
MO,Missouri,54.7,65.6,43.7,2003
MT,Montana,41.6,53.8,29.4,2003
NE,Nebraska,49.8,62.9,36.7,2003
NV,Nevada,51.6,66,37.2,2003
NH,New Hampshire,43.3,54.1,32.4,2003
NJ,New Jersey,53.4,63.7,43.2,2003
NM,New Mexico,54.7,70.1,39.3,2003
NY,New York,45.6,55.6,35.6,2003
NC,North Carolina,59.5,70.5,48.4,2003
ND,North Dakota,40.5,51.8,29.1,2003
OH,Ohio,51.5,61.4,41.5,2003
OK,Oklahoma,59.2,70.8,47.5,2003
OR,Oregon,48.3,60.4,36.2,2003
PA,Pennsylvania,49.3,59.6,38.9,2003
RI,Rhode Island,50.2,59.7,40.8,2003
SC,South Carolina,63.2,74.6,51.9,2003
SD,South Dakota,45.9,58.3,33.4,2003
TN,Tennessee,58,68.8,47.3,2003
TX,Texas,64.8,76.7,52.9,2003
UT,Utah,49.6,63,36.1,2003
VT,Vermont,42.3,52.7,31.8,2003
VA,Virginia,55.9,67,44.8,2003
WA,Washington,47.2,57.1,37.3,2003
WV,We Virginia,52.4,63.2,41.6,2003
WI,Wisconsin,43.7,53.7,33.8,2003
WY,Wyoming,42,55.3,28.8,2003
AL,Alabama,63.1,74.2,52,2004
AZ,Arizona,61.4,75.5,47.3,2004
AR,Arkansas,60.6,71.3,50,2004
CA,California,58.9,71.3,46.5,2004
CO,Colorado,46.6,60.6,32.6,2004
CT,Connecticut,47.9,57.7,38.2,2004
DE,Delaware,54.5,63.9,45.1,2004
FL,Florida,71.2,81.6,61,2004
GA,Georgia,63.5,74.6,52.4,2004
ID,Idaho,44.6,56.6,32.7,2004
IL,Illinois,51.9,62.2,41.5,2004
IN,Indiana,51.3,61.4,41.2,2004
IA,Iowa,47.8,58.7,36.9,2004
KS,Kansas,54.9,67.5,42.2,2004
KY,Kentucky,55.6,66.1,45.1,2004
LA,Louisiana,66.8,77.2,56.3,2004
ME,Maine,40.2,50.4,30.1,2004
MD,Maryland,53.9,63.3,44.5,2004
MA,Massachusetts,47,56.6,37.3,2004
MI,Michigan,43.8,54,33.5,2004
MN,Minnesota,41.1,52,30.2,2004
MS,Mississippi,63.7,74.6,52.6,2004
MO,Missouri,54.7,65.6,43.9,2004
MT,Montana,42.7,54.9,30.5,2004
NE,Nebraska,49.5,62.3,36.8,2004
NV,Nevada,51.4,64.8,37.9,2004
NH,New Hampshire,42.4,53,31.8,2004
NJ,New Jersey,51.7,61,42.3,2004
NM,New Mexico,55.2,70.4,40,2004
NY,New York,44.4,54.2,34.5,2004
NC,North Carolina,58.9,69.4,48.3,2004
ND,North Dakota,40.2,51.9,28.5,2004
OH,Ohio,50.4,60.1,40.6,2004
OK,Oklahoma,60,72.1,47.9,2004
OR,Oregon,48.5,59.9,37,2004
PA,Pennsylvania,47.9,57.7,38.1,2004
RI,Rhode Island,48.7,57.7,39.7,2004
SC,South Carolina,62.5,73.4,51.5,2004
SD,South Dakota,45.8,58,33.5,2004
TN,Tennessee,57.9,68.6,47.2,2004
TX,Texas,65.7,77.8,53.6,2004
UT,Utah,49.7,62.5,36.9,2004
VT,Vermont,41.3,51.7,30.9,2004
VA,Virginia,55,65.3,44.7,2004
WA,Washington,47.6,57.6,37.7,2004
WV,We Virginia,51.8,61.9,41.6,2004
WI,Wisconsin,43,53.7,32.2,2004
WY,Wyoming,42.4,55.4,29.6,2004
AL,Alabama,63.7,74.6,52.8,2005
AZ,Arizona,60.6,74.3,46.9,2005
AR,Arkansas,61.3,71.5,51.2,2005
CA,California,58.9,71.4,46.4,2005
CO,Colorado,46.2,59.6,32.7,2005
CT,Connecticut,49.2,59.1,39.3,2005
DE,Delaware,56.3,65.8,46.8,2005
FL,Florida,71.1,81.5,60.7,2005
GA,Georgia,64.4,75.4,53.3,2005
ID,Idaho,44.5,56,32.9,2005
IL,Illinois,52.9,62.9,43,2005
IN,Indiana,52.7,62.6,42.8,2005
IA,Iowa,48.6,58.8,38.4,2005
KS,Kansas,55,66.9,43.1,2005
KY,Kentucky,57,67.4,46.5,2005
LA,Louisiana,67.5,77.4,57.6,2005
ME,Maine,40.9,51.2,30.5,2005
MD,Maryland,55.7,65.2,46.1,2005
MA,Massachusetts,48.1,57.9,38.3,2005
MI,Michigan,44.9,54.9,34.9,2005
MN,Minnesota,41.5,51.9,31.1,2005
MS,Mississippi,64.4,75.1,53.8,2005
MO,Missouri,55.3,65.5,45,2005
MT,Montana,42.9,55,30.8,2005
NE,Nebraska,49.7,62.2,37.3,2005
NV,Nevada,51,64,38,2005
NH,New Hampshire,43.5,54.2,32.7,2005
NJ,New Jersey,53.5,63,43.9,2005
NM,New Mexico,53.8,68.1,39.5,2005
NY,New York,45.6,55.4,35.8,2005
NC,North Carolina,59.8,70.3,49.2,2005
ND,North Dakota,40.8,52.3,29.2,2005
OH,Ohio,51.8,61.6,42.1,2005
OK,Oklahoma,60.2,71.4,49,2005
OR,Oregon,48.6,60,37.2,2005
PA,Pennsylvania,49.6,59.4,39.7,2005
RI,Rhode Island,49.8,59,40.7,2005
SC,South Carolina,63.6,74.5,52.6,2005
SD,South Dakota,46.4,58.6,34.1,2005
TN,Tennessee,59,69.4,48.6,2005
TX,Texas,65.4,76.7,54.1,2005
UT,Utah,49.4,61.7,37.1,2005
VT,Vermont,42.4,53,31.8,2005
VA,Virginia,56.3,66.7,46,2005
WA,Washington,48.5,58.3,38.8,2005
WV,We Virginia,53.3,63.7,42.9,2005
WI,Wisconsin,43.8,54.1,33.5,2005
WY,Wyoming,42.7,55.3,30.1,2005
AL,Alabama,63.6,75.1,52,2006
AZ,Arizona,61,75.4,46.7,2006
AR,Arkansas,62.2,73.8,50.6,2006
CA,California,58.6,71,46.3,2006
CO,Colorado,46.7,60.8,32.7,2006
CT,Connecticut,50.3,60.6,40,2006
DE,Delaware,56.4,66.2,46.5,2006
FL,Florida,70.9,81.1,60.7,2006
GA,Georgia,64,75.2,52.8,2006
ID,Idaho,43.7,55.6,31.8,2006
IL,Illinois,54.4,64.8,44.1,2006
IN,Indiana,53.6,63.8,43.4,2006
IA,Iowa,50.7,61.3,40.2,2006
KS,Kansas,56.8,69.6,44.1,2006
KY,Kentucky,57.1,68.3,45.9,2006
LA,Louisiana,67.6,78.8,56.5,2006
ME,Maine,42.8,52.7,32.9,2006
MD,Maryland,55.8,65.9,45.7,2006
MA,Massachusetts,49.2,59.3,39.1,2006
MI,Michigan,47,57,37.1,2006
MN,Minnesota,44.4,54.5,34.4,2006
MS,Mississippi,64.4,76,52.8,2006
MO,Missouri,56.9,68,45.8,2006
MT,Montana,44.2,56.2,32.1,2006
NE,Nebraska,51.9,64.9,38.8,2006
NV,Nevada,50.8,64.1,37.5,2006
NH,New Hampshire,44.9,55.5,34.3,2006
NJ,New Jersey,54.2,64.4,44,2006
NM,New Mexico,54.6,69.7,39.4,2006
NY,New York,47.2,57.3,37,2006
NC,North Carolina,59.7,70.6,48.8,2006
ND,North Dakota,44,55,33.1,2006
OH,Ohio,52.6,62.6,42.5,2006
OK,Oklahoma,61.4,74,48.9,2006
OR,Oregon,47.8,59.3,36.3,2006
PA,Pennsylvania,50.2,60.7,39.8,2006
RI,Rhode Island,50.9,60.2,41.6,2006
SC,South Carolina,63.3,74.5,52.1,2006
SD,South Dakota,48.6,60.8,36.4,2006
TN,Tennessee,58.9,70.2,47.6,2006
TX,Texas,66.2,79,53.3,2006
UT,Utah,49.1,61.9,36.3,2006
VT,Vermont,44.4,54.8,34,2006
VA,Virginia,56.3,67.3,45.4,2006
WA,Washington,47.7,57.5,37.9,2006
WV,We Virginia,53.2,64.1,42.2,2006
WI,Wisconsin,46.2,56.5,35.8,2006
WY,Wyoming,43,56.2,29.9,2006
AL,Alabama,63.8,76.1,51.5,2007
AZ,Arizona,60.7,75.1,46.3,2007
AR,Arkansas,61.4,72.7,50,2007
CA,California,58.4,71.2,45.5,2007
CO,Colorado,45.6,59.6,31.7,2007
CT,Connecticut,50.9,60.8,41,2007
DE,Delaware,57.2,67.2,47.1,2007
FL,Florida,71.4,82.4,60.5,2007
GA,Georgia,64.3,76.4,52.3,2007
ID,Idaho,43.6,55.9,31.3,2007
IL,Illinois,53.4,63.4,43.3,2007
IN,Indiana,52.8,62.7,43,2007
IA,Iowa,49.5,60,39,2007
KS,Kansas,55.7,68.7,42.7,2007
KY,Kentucky,56.4,67.2,45.6,2007
LA,Louisiana,67.3,78.1,56.4,2007
ME,Maine,43.5,53.1,34,2007
MD,Maryland,56.3,66.5,46.1,2007
MA,Massachusetts,49.9,59.5,40.2,2007
MI,Michigan,46.5,56.2,36.8,2007
MN,Minnesota,43.6,54.1,33.1,2007
MS,Mississippi,64.3,76.2,52.4,2007
MO,Missouri,56,67.1,44.8,2007
MT,Montana,43.6,56.1,31,2007
NE,Nebraska,49.8,62.8,36.8,2007
NV,Nevada,50.2,64.3,36.2,2007
NH,New Hampshire,45.4,55.4,35.3,2007
NJ,New Jersey,54.8,64.9,44.8,2007
NM,New Mexico,54.1,69,39.3,2007
NY,New York,47.2,56.7,37.8,2007
NC,North Carolina,59.6,71,48.2,2007
ND,North Dakota,42.8,54.9,30.8,2007
OH,Ohio,52.2,62,42.5,2007
OK,Oklahoma,61.2,73.7,48.6,2007
OR,Oregon,47.5,59.6,35.5,2007
PA,Pennsylvania,50.4,60.5,40.3,2007
RI,Rhode Island,51.6,60.6,42.5,2007
SC,South Carolina,63.4,75.2,51.6,2007
SD,South Dakota,47.1,59.7,34.5,2007
TN,Tennessee,58.5,69.8,47.2,2007
TX,Texas,66.2,78.8,53.7,2007
UT,Utah,48.5,61.7,35.4,2007
VT,Vermont,44.5,54.1,34.9,2007
VA,Virginia,56.4,67.7,45,2007
WA,Washington,46.9,57.1,36.7,2007
WV,We Virginia,52.7,63.6,41.8,2007
WI,Wisconsin,45.4,55.6,35.2,2007
WY,Wyoming,42.3,55.6,29,2007
AL,Alabama,64.1,76.5,51.7,2008
AZ,Arizona,61.7,75.9,47.4,2008
AR,Arkansas,61.7,72.6,50.8,2008
CA,California,58.9,71.7,46.1,2008
CO,Colorado,46.3,60.1,32.5,2008
CT,Connecticut,49.4,59.7,39,2008
DE,Delaware,56,66.1,45.9,2008
FL,Florida,71.5,82.2,60.7,2008
GA,Georgia,64.4,76.7,52.2,2008
ID,Idaho,44.7,56.9,32.5,2008
IL,Illinois,53.4,64,42.8,2008
IN,Indiana,52.9,63.6,42.2,2008
IA,Iowa,48.5,58.6,38.3,2008
KS,Kansas,55.3,67.3,43.3,2008
KY,Kentucky,57.3,69.1,45.6,2008
LA,Louisiana,67.3,77.7,56.8,2008
ME,Maine,40.8,51.2,30.4,2008
MD,Maryland,55.5,65.8,45.1,2008
MA,Massachusetts,48.2,58.4,37.9,2008
MI,Michigan,46,56.1,35.8,2008
MN,Minnesota,41.9,52.3,31.5,2008
MS,Mississippi,64.7,76.5,52.9,2008
MO,Missouri,56.1,67,45.2,2008
MT,Montana,43.7,56.2,31.2,2008
NE,Nebraska,49.9,62.2,37.7,2008
NV,Nevada,51.5,65.6,37.5,2008
NH,New Hampshire,43.2,54,32.3,2008
NJ,New Jersey,53.4,63.5,43.3,2008
NM,New Mexico,54.4,69.4,39.2,2008
NY,New York,45.7,55.9,35.5,2008
NC,North Carolina,60.1,72,48.2,2008
ND,North Dakota,41.4,53.1,29.7,2008
OH,Ohio,51.9,62.4,41.4,2008
OK,Oklahoma,60.3,71.6,49,2008
OR,Oregon,47.6,59.5,35.8,2008
PA,Pennsylvania,49.3,59.9,38.8,2008
RI,Rhode Island,50.2,59.8,40.6,2008
SC,South Carolina,63.9,76.1,51.8,2008
SD,South Dakota,46.5,58.6,34.4,2008
TN,Tennessee,59.6,71.6,47.7,2008
TX,Texas,65.1,77,53.2,2008
UT,Utah,49.9,63.2,36.6,2008
VT,Vermont,42.3,52.8,31.8,2008
VA,Virginia,56.5,68,44.9,2008
WA,Washington,46.7,56.4,37,2008
WV,We Virginia,52.9,64.5,41.4,2008
WI,Wisconsin,44.3,54.7,33.8,2008
WY,Wyoming,43.3,56.4,30.1,2008
AL,Alabama,63.1,75,51.2,2009
AZ,Arizona,61.1,75.5,46.6,2009
AR,Arkansas,59.8,70.8,48.8,2009
CA,California,59.4,72.6,46.2,2009
CO,Colorado,45.6,59.6,31.5,2009
CT,Connecticut,49,59.1,38.8,2009
DE,Delaware,55.8,66.1,45.5,2009
FL,Florida,70.7,81.5,60,2009
GA,Georgia,63.6,75.5,51.7,2009
ID,Idaho,43,55.1,30.8,2009
IL,Illinois,50.4,60.5,40.4,2009
IN,Indiana,50.5,60.8,40.2,2009
IA,Iowa,45.6,56,35.3,2009
KS,Kansas,53.7,66.2,41.2,2009
KY,Kentucky,55.1,66.5,43.7,2009
LA,Louisiana,66.8,77.7,55.9,2009
ME,Maine,40.7,51,30.5,2009
MD,Maryland,54.8,65,44.5,2009
MA,Massachusetts,47.9,58,37.9,2009
MI,Michigan,43.2,53.4,33,2009
MN,Minnesota,38.9,49.7,28.1,2009
MS,Mississippi,63.5,75,51.9,2009
MO,Missouri,53.2,63.8,42.6,2009
MT,Montana,41.6,54.1,29.2,2009
NE,Nebraska,48,60.7,35.4,2009
NV,Nevada,51,65.2,36.8,2009
NH,New Hampshire,43,53.8,32.2,2009
NJ,New Jersey,53,63.3,42.7,2009
NM,New Mexico,54.1,69.6,38.5,2009
NY,New York,44.9,55,34.8,2009
NC,North Carolina,59.2,70.5,47.9,2009
ND,North Dakota,39,50.9,27,2009
OH,Ohio,49.9,60.3,39.6,2009
OK,Oklahoma,59.5,72,46.9,2009
OR,Oregon,47.3,59.2,35.3,2009
PA,Pennsylvania,48.1,58.6,37.6,2009
RI,Rhode Island,50.1,59.5,40.7,2009
SC,South Carolina,63,74.7,51.3,2009
SD,South Dakota,43.9,56,31.7,2009
TN,Tennessee,57.5,68.9,46.1,2009
TX,Texas,65.7,79.1,52.3,2009
UT,Utah,48.7,62,35.4,2009
VT,Vermont,42.2,52.7,31.6,2009
VA,Virginia,55.4,66.6,44.2,2009
WA,Washington,46,55.8,36.2,2009
WV,We Virginia,51.5,62.7,40.3,2009
WI,Wisconsin,41.1,51.9,30.2,2009
WY,Wyoming,41.3,54.3,28.2,2009
AL,Alabama,62.5,73.3,51.7,2010
AZ,Arizona,60.8,75.1,46.5,2010
AR,Arkansas,59.8,69.8,49.7,2010
CA,California,58.7,71.4,46,2010
CO,Colorado,45,58.6,31.4,2010
CT,Connecticut,49.3,58.9,39.7,2010
DE,Delaware,55.6,65,46.3,2010
FL,Florida,70.8,81.2,60.3,2010
GA,Georgia,63,73.9,52.1,2010
ID,Idaho,43.1,54.8,31.3,2010
IL,Illinois,51.5,61,42,2010
IN,Indiana,51.5,61.2,41.8,2010
IA,Iowa,46.7,56.6,36.8,2010
KS,Kansas,53.2,65.3,41.3,2010
KY,Kentucky,55.4,65.6,45.1,2010
LA,Louisiana,66.4,76.6,56.3,2010
ME,Maine,41.9,51.7,32.1,2010
MD,Maryland,54.8,64.4,45.2,2010
MA,Massachusetts,48.2,57.8,38.7,2010
MI,Michigan,44.5,54.2,34.8,2010
MN,Minnesota,40.7,50.6,30.7,2010
MS,Mississippi,63.3,74,52.5,2010
MO,Missouri,53.8,63.8,43.8,2010
MT,Montana,41.1,53.2,29,2010
NE,Nebraska,47.3,59.3,35.4,2010
NV,Nevada,50.2,63.9,36.6,2010
NH,New Hampshire,43.7,54.1,33.3,2010
NJ,New Jersey,53.1,62.5,43.6,2010
NM,New Mexico,53.9,69.1,38.7,2010
NY,New York,45.6,55.3,35.8,2010
NC,North Carolina,58.7,69.3,48.2,2010
ND,North Dakota,38.9,49.5,28.3,2010
OH,Ohio,50.9,60.8,41,2010
OK,Oklahoma,59.2,70.9,47.6,2010
OR,Oregon,47.5,59,36,2010
PA,Pennsylvania,48.9,58.7,39,2010
RI,Rhode Island,50.2,59.1,41.3,2010
SC,South Carolina,62.4,73.3,51.4,2010
SD,South Dakota,43.4,54.7,32.1,2010
TN,Tennessee,57.4,67.8,47,2010
TX,Texas,65.5,78,52.9,2010
UT,Utah,48.2,61.2,35.2,2010
VT,Vermont,43,53,33.1,2010
VA,Virginia,55.2,65.6,44.8,2010
WA,Washington,46.9,56.7,37.1,2010
WV,We Virginia,51.8,62.1,41.4,2010
WI,Wisconsin,43.1,53.3,33,2010
WY,Wyoming,40.8,53.7,28,2010
AL,Alabama,62.8,74.7,50.8,2011
AZ,Arizona,60.3,74.4,46.3,2011
AR,Arkansas,61.3,72.5,50,2011
CA,California,57.7,69.9,45.5,2011
CO,Colorado,46,59.8,32.1,2011
CT,Connecticut,51,61,41,2011
DE,Delaware,56.4,66.2,46.6,2011
FL,Florida,69.4,80.3,58.5,2011
GA,Georgia,63,74.9,51,2011
ID,Idaho,43,54.4,31.5,2011
IL,Illinois,53,63.3,42.7,2011
IN,Indiana,52.6,63.2,42,2011
IA,Iowa,48.3,58.6,38,2011
KS,Kansas,55.3,67.6,43,2011
KY,Kentucky,56,67.1,44.9,2011
LA,Louisiana,66.6,77.4,55.7,2011
ME,Maine,44.3,53.7,34.8,2011
MD,Maryland,55.6,65.7,45.6,2011
MA,Massachusetts,50.1,60,40.1,2011
MI,Michigan,46.7,56.6,36.8,2011
MN,Minnesota,42.5,53,32.1,2011
MS,Mississippi,63.6,75.4,51.9,2011
MO,Missouri,55.3,66,44.6,2011
MT,Montana,41.4,53.2,29.7,2011
NE,Nebraska,49.2,61.3,37,2011
NV,Nevada,50,63.2,36.9,2011
NH,New Hampshire,45.6,55.9,35.3,2011
NJ,New Jersey,54.3,64.4,44.3,2011
NM,New Mexico,54.2,69.3,39.1,2011
NY,New York,47,56.6,37.4,2011
NC,North Carolina,59,70.2,47.8,2011
ND,North Dakota,40.6,51.2,30,2011
OH,Ohio,51.6,61.9,41.3,2011
OK,Oklahoma,60.3,72.2,48.4,2011
OR,Oregon,46.9,57.9,35.8,2011
PA,Pennsylvania,49.8,60.1,39.5,2011
RI,Rhode Island,51.7,61,42.4,2011
SC,South Carolina,62.6,74.3,50.8,2011
SD,South Dakota,45,56.3,33.7,2011
TN,Tennessee,58,69.3,46.8,2011
TX,Texas,65.2,77.6,52.7,2011
UT,Utah,48.2,60.8,35.6,2011
VT,Vermont,44.5,54.3,34.8,2011
VA,Virginia,55.9,67,44.8,2011
WA,Washington,46.7,55.9,37.5,2011
WV,We Virginia,52,62.9,41.1,2011
WI,Wisconsin,45.2,55.6,34.8,2011
WY,Wyoming,41.8,54.6,29,2011
AL,Alabama,64.6,76.8,52.4,2012
AZ,Arizona,60.6,75.1,46.2,2012
AR,Arkansas,62.4,73.7,51,2012
CA,California,57.5,70.2,44.8,2012
CO,Colorado,45.9,59.9,31.8,2012
CT,Connecticut,51.6,61.4,41.7,2012
DE,Delaware,58.2,68.4,47.9,2012
FL,Florida,72,83.2,60.8,2012
GA,Georgia,65.3,77.7,52.9,2012
ID,Idaho,42.6,54.3,30.9,2012
IL,Illinois,53.9,63.8,44,2012
IN,Indiana,53.8,63.7,43.9,2012
IA,Iowa,49.4,59.7,39,2012
KS,Kansas,55.9,69.2,42.7,2012
KY,Kentucky,57.6,68.4,46.8,2012
LA,Louisiana,68.4,79.7,57.1,2012
ME,Maine,43,52.9,33.1,2012
MD,Maryland,57.2,67.3,47.1,2012
MA,Massachusetts,50.3,60.1,40.5,2012
MI,Michigan,46.3,56,36.6,2012
MN,Minnesota,43.1,53.4,32.8,2012
MS,Mississippi,65.2,77,53.3,2012
MO,Missouri,56.4,67.3,45.6,2012
MT,Montana,42.1,54,30.2,2012
NE,Nebraska,49.6,62.3,36.9,2012
NV,Nevada,49.7,63.7,35.8,2012
NH,New Hampshire,45.4,55.8,35.1,2012
NJ,New Jersey,55.6,65.5,45.6,2012
NM,New Mexico,55,70.6,39.4,2012
NY,New York,47.7,57.4,38,2012
NC,North Carolina,61,72.5,49.5,2012
ND,North Dakota,41.8,52.6,31,2012
OH,Ohio,53,62.7,43.4,2012
OK,Oklahoma,62.3,75.4,49.2,2012
OR,Oregon,46.3,57.6,35,2012
PA,Pennsylvania,51.1,61.1,41.1,2012
RI,Rhode Island,52.3,61.6,43,2012
SC,South Carolina,64.7,76.8,52.6,2012
SD,South Dakota,45.8,57.6,34,2012
TN,Tennessee,59.6,70.8,48.5,2012
TX,Texas,67.8,81.4,54.2,2012
UT,Utah,48.1,60.9,35.2,2012
VT,Vermont,44.8,54.7,34.8,2012
VA,Virginia,57.5,68.6,46.5,2012
WA,Washington,45.4,54.9,35.9,2012
WV,We Virginia,54.2,64.9,43.4,2012
WI,Wisconsin,44.8,54.8,34.9,2012
WY,Wyoming,41.5,54.3,28.6,2012
AL,Alabama,64.9,76.3,53.5,2013
AZ,Arizona,61.6,76.1,46.9,2013
AR,Arkansas,63.4,74.8,52,2013
CA,California,59.1,72,46.2,2013
CO,Colorado,47.8,62.4,33.1,2013
CT,Connecticut,52.2,62,42.4,2013
DE,Delaware,58.3,68.3,48.4,2013
FL,Florida,72.3,82.6,61.9,2013
GA,Georgia,65.7,77.1,54.2,2013
ID,Idaho,44.6,56.7,32.4,2013
IL,Illinois,55.6,66.6,44.4,2013
IN,Indiana,54.9,65.9,43.9,2013
IA,Iowa,51.7,63.2,40.1,2013
KS,Kansas,57.9,71.6,44.2,2013
KY,Kentucky,58.2,69.7,46.8,2013
LA,Louisiana,68.5,78.8,58.1,2013
ME,Maine,43.7,53.8,33.5,2013
MD,Maryland,57.4,67.5,47.3,2013
MA,Massachusetts,51.1,60.9,41.2,2013
MI,Michigan,48.2,58.5,38,2013
MN,Minnesota,44.6,55.5,33.7,2013
MS,Mississippi,65.5,76.7,54.3,2013
MO,Missouri,58.3,70.1,46.6,2013
MT,Montana,44.2,56.8,31.7,2013
NE,Nebraska,52.3,66.5,38.1,2013
NV,Nevada,51.6,65.8,37.5,2013
NH,New Hampshire,46.4,57.1,35.7,2013
NJ,New Jersey,55.7,65.4,46,2013
NM,New Mexico,55.4,71.2,39.6,2013
NY,New York,48.7,58.7,38.8,2013
NC,North Carolina,60.7,71.7,49.7,2013
ND,North Dakota,43.4,55.4,31.4,2013
OH,Ohio,53.9,64.5,43.3,2013
OK,Oklahoma,62.9,75.6,50.2,2013
OR,Oregon,47.6,59.3,35.9,2013
PA,Pennsylvania,51.7,62,41.4,2013
RI,Rhode Island,52.6,61.8,43.4,2013
SC,South Carolina,64.7,75.9,53.4,2013
SD,South Dakota,48.8,62,35.5,2013
TN,Tennessee,60.2,71.6,48.8,2013
TX,Texas,67.6,80.2,54.9,2013
UT,Utah,50,63.3,36.8,2013
VT,Vermont,45.6,56.1,35.2,2013
VA,Virginia,57.5,68.6,46.5,2013
WA,Washington,46.9,56.4,37.5,2013
WV,We Virginia,54.2,65.5,42.9,2013
WI,Wisconsin,47.1,57.9,36.2,2013
WY,Wyoming,44.4,58.1,30.7,2013
AL,Alabama,61.5,72.5,50.6,2014
AZ,Arizona,61.1,75.4,46.8,2014
AR,Arkansas,59.1,69.9,48.2,2014
CA,California,60,73.4,46.6,2014
CO,Colorado,45.4,59.2,31.6,2014
CT,Connecticut,49.3,59.2,39.5,2014
DE,Delaware,55.2,64.8,45.7,2014
FL,Florida,70.9,81,60.8,2014
GA,Georgia,62.4,73.1,51.6,2014
ID,Idaho,44.3,56.4,32.3,2014
IL,Illinois,50.3,60.3,40.2,2014
IN,Indiana,50.3,60.3,40.3,2014
IA,Iowa,46,56.4,35.6,2014
KS,Kansas,53.5,66.2,40.8,2014
KY,Kentucky,54.2,64.8,43.6,2014
LA,Louisiana,65.5,76,55,2014
ME,Maine,41.8,51.6,32.1,2014
MD,Maryland,54,63.7,44.3,2014
MA,Massachusetts,48.4,58.4,38.4,2014
MI,Michigan,43.2,52.8,33.5,2014
MN,Minnesota,38.6,48.9,28.2,2014
MS,Mississippi,62.2,73.3,51.1,2014
MO,Missouri,52.9,63.7,42.2,2014
MT,Montana,42.6,54.6,30.6,2014
NE,Nebraska,48.4,61,35.9,2014
NV,Nevada,51.4,65.4,37.4,2014
NH,New Hampshire,43.9,54.4,33.3,2014
NJ,New Jersey,52.6,62.3,42.8,2014
NM,New Mexico,54,69.2,38.9,2014
NY,New York,45.1,54.9,35.4,2014
NC,North Carolina,57.8,68.3,47.3,2014
ND,North Dakota,38.6,49.5,27.6,2014
OH,Ohio,50,59.7,40.2,2014
OK,Oklahoma,58.5,70.6,46.4,2014
OR,Oregon,48.2,60.1,36.3,2014
PA,Pennsylvania,48.2,58.2,38.2,2014
RI,Rhode Island,50.3,59.6,40.9,2014
SC,South Carolina,61.4,72.2,50.7,2014
SD,South Dakota,44,55.7,32.2,2014
TN,Tennessee,56.2,66.7,45.7,2014
TX,Texas,64.8,77.6,52.1,2014
UT,Utah,48.6,61.4,35.9,2014
VT,Vermont,42.9,53,32.8,2014
VA,Virginia,54.4,64.8,43.9,2014
WA,Washington,47.6,57.2,37.9,2014
WV,We Virginia,50.9,61.3,40.5,2014
WI,Wisconsin,40.9,51.1,30.7,2014
WY,Wyoming,42,54.7,29.2,2014
AL,Alabama,62.6,74.1,51,2015
AZ,Arizona,62.1,76.1,48.1,2015
AR,Arkansas,58.9,69.4,48.5,2015
CA,California,61.3,73.9,48.7,2015
CO,Colorado,46.3,59.8,32.8,2015
CT,Connecticut,48.7,58.6,38.7,2015
DE,Delaware,54.9,64.5,45.2,2015
FL,Florida,71,81.4,60.5,2015
GA,Georgia,63.4,75,51.8,2015
ID,Idaho,45.2,56.8,33.6,2015
IL,Illinois,50,59.8,40.2,2015
IN,Indiana,49.9,59.9,39.9,2015
IA,Iowa,46.1,56.1,36,2015
KS,Kansas,53.9,66.5,41.2,2015
KY,Kentucky,54.8,65.6,44,2015
LA,Louisiana,65.4,75.6,55.2,2015
ME,Maine,41,51.2,30.8,2015
MD,Maryland,53.8,63.7,44,2015
MA,Massachusetts,47.6,57.7,37.6,2015
MI,Michigan,42.2,52,32.5,2015
MN,Minnesota,39.6,49.4,29.7,2015
MS,Mississippi,62.8,73.8,51.7,2015
MO,Missouri,53.3,64,42.7,2015
MT,Montana,41.9,53.8,30.1,2015
NE,Nebraska,48.2,60.9,35.4,2015
NV,Nevada,53.1,66.6,39.5,2015
NH,New Hampshire,42.9,53.5,32.2,2015
NJ,New Jersey,52.1,62,42.2,2015
NM,New Mexico,54.7,69.4,40.1,2015
NY,New York,44.4,54.3,34.6,2015
NC,North Carolina,58.7,69.5,47.9,2015
ND,North Dakota,39.6,50.4,28.8,2015
OH,Ohio,49.6,59.6,39.6,2015
OK,Oklahoma,59,71,47.1,2015
OR,Oregon,49.7,61.1,38.3,2015
